work_id,edition_id,isbn13,title,author,status,cover_exists,page_count_exists,feature_exists,tag_count,recommendation_eligible,quality_class,quality_issue
567d725d-9660-4c4b-b36c-b4adcdb78310,de35ae4f-e3cf-4f49-b0d2-2e3a95cb381f,,Anaphora ston Gkreko,Nikos Kazantzakis,published/published,false,false,true,0,true,B_PARTIAL,missing_isbn13;missing_description;missing_publisher;missing_page_count;missing_cover
76e8e984-38af-4b88-8822-92d6e9d03283,d19cfe5d-5bbf-4036-bf04-f963e6154e26,,Animal Farm,George Orwell,published/published,false,false,true,0,true,B_PARTIAL,missing_isbn13;missing_description;missing_publisher;missing_page_count;missing_cover
f3f6dc88-6675-4732-9c80-4328be08e9ea,bb830db6-92c5-426d-84bb-057ab40677fe,,Anne of Green Gables,Lucy Maud Montgomery,published/published,false,false,true,0,true,B_PARTIAL,missing_isbn13;missing_description;missing_publisher;missing_page_count;missing_cover
8a90ba73-ee97-4f43-96f3-254c2d5edc01,5f41bf42-d9f6-4402-b043-67b3f35d4bff,,Arthas,Christie Golden,published/published,false,false,true,0,true,B_PARTIAL,missing_isbn13;missing_description;missing_publisher;missing_page_count;missing_cover
b02dce37-8dd4-43c7-b6fa-094ce0c0e9a1,98aecd81-761b-4bd3-bd3d-b2019175baaf,,At the Back of the North Wind,George MacDonald,published/published,false,false,true,0,true,B_PARTIAL,missing_isbn13;missing_description;missing_publisher;missing_page_count;missing_cover
9ffbffa7-f953-478a-ae29-42f9b46d98c0,f6f98381-eb58-4d35-a5d3-489e992994aa,,Augustus,John Williams,published/published,false,false,true,0,true,B_PARTIAL,missing_isbn13;missing_description;missing_publisher;missing_page_count;missing_cover
4e960a91-f729-4bf8-bf88-dc1a4fb0c0d8,9cb1797b-0ba1-4c33-8c64-94487c455146,,Azazel,Isaac Asimov,published/published,false,false,true,0,true,B_PARTIAL,missing_isbn13;missing_description;missing_publisher;missing_page_count;missing_cover
ed13772c-aac7-40f5-ad3f-ecaf8067584f,794ec3f7-16fd-4b5a-9983-6c13ac5a0388,,Baboon,Kate Banks,published/published,false,false,true,0,true,B_PARTIAL,missing_isbn13;missing_description;missing_publisher;missing_page_count;missing_cover
a19ac6a6-572f-4cdd-a312-1aaaad686204,c34d9564-722e-46c2-9f14-f884aa3ee779,,Beloved,Toni Morrison,published/published,false,false,true,0,true,B_PARTIAL,missing_isbn13;missing_description;missing_publisher;missing_page_count;missing_cover
f793e63a-48ad-4c8d-8524-fd58e9170510,98f85dce-8dbd-4c4b-926d-789039ec124b,,Between the Acts,"Virginia Woolf, Stella McNichol, Gillian Beer, Mark Hussey",published/published,false,false,true,0,true,B_PARTIAL,missing_isbn13;missing_description;missing_publisher;missing_page_count;missing_cover
2c28845f-0fd6-4acc-aefb-f7ae301f27a7,18a16ebe-356e-4cd5-b426-742ca1623467,,Blix,Frank Norris,published/published,false,false,true,0,true,B_PARTIAL,missing_isbn13;missing_description;missing_publisher;missing_page_count;missing_cover
22c41dc0-f10a-45e5-9318-d8978ce7e75c,1affc307-7077-4bf6-8f70-ef0d9bf75206,,Body Double,Tess Gerritsen,published/published,false,false,true,0,true,B_PARTIAL,missing_isbn13;missing_description;missing_publisher;missing_page_count;missing_cover
f11b24e1-4531-4ca0-92e6-0bffa4011687,d20cf664-eda8-41b6-be97-951fb45a60f0,,Bonjour tristesse,Françoise Sagan,published/published,false,false,true,0,true,B_PARTIAL,missing_isbn13;missing_description;missing_publisher;missing_page_count;missing_cover
2f5af484-7a20-4ea5-97fd-82d8287229fc,a32ef7e4-8adb-4ed6-ac48-7820dd45228e,,Breaking Dawn,Stephenie Meyer,published/published,false,false,true,0,true,B_PARTIAL,missing_isbn13;missing_description;missing_publisher;missing_page_count;missing_cover
644b6057-592b-4e59-b0d3-700dbcdd1b59,b8622f8b-427a-47d9-9834-18a55dfd7d90,,Brian Wildsmith's Farm Animals,Brian Wildsmith,published/published,false,false,true,0,true,B_PARTIAL,missing_isbn13;missing_description;missing_publisher;missing_page_count;missing_cover
f3d5b819-9009-4649-9b7d-6eb3a5659496,0474eacd-2465-4e6c-a61a-aefa3b2e4a4e,,Bridget Jones's Diary,Helen Fielding,published/published,false,false,true,0,true,B_PARTIAL,missing_isbn13;missing_description;missing_publisher;missing_page_count;missing_cover
093a55cf-d7a3-44c4-803b-3395949d7085,da0837c1-57f6-49cc-8492-888da5e5deef,,Brisingr,Christopher Paolini,published/published,false,false,true,0,true,B_PARTIAL,missing_isbn13;missing_description;missing_publisher;missing_page_count;missing_cover
b05ce8d9-c67c-4fbe-a394-66c33f35da35,94cac709-851e-486e-9279-f0b91f130cc8,,Broken April,Ismail Kadare,published/published,false,false,true,0,true,B_PARTIAL,missing_isbn13;missing_description;missing_publisher;missing_page_count;missing_cover
2352a14f-410a-403b-a1e0-7517042be488,55f03bf4-d8ba-4084-b78b-0f35924aff0b,,Bruder Bär und Schwester Bär,Hanna Johansen,published/published,false,false,true,0,true,B_PARTIAL,missing_isbn13;missing_description;missing_publisher;missing_page_count;missing_cover
a2991b36-430c-403a-b5e0-1d82cf858004,beaa2611-5b34-4e2e-bd36-f3cf3bd3d5aa,,"Bumblebee, bumblebee, do you know me?",Anne F. Rockwell,published/published,false,false,true,0,true,B_PARTIAL,missing_isbn13;missing_description;missing_publisher;missing_page_count;missing_cover
e5e6ca17-bfe6-4150-aa76-4d576d5d9b98,566e2e37-cdf7-4abc-8330-1f7b6a923db0,,Burning Bright,Tracy Chevalier,published/published,false,false,true,0,true,B_PARTIAL,missing_isbn13;missing_description;missing_publisher;missing_page_count;missing_cover
2288df25-996c-4437-99a9-a474a542f3b7,380779e9-a72d-4286-b0e9-6c289214c543,,Candide,Voltaire,published/published,false,false,true,0,true,B_PARTIAL,missing_isbn13;missing_description;missing_publisher;missing_page_count;missing_cover
a52f8f76-d359-4e88-bb50-5f2aa7d8dd75,4188c02e-2585-42dc-ac5c-a92811010008,,Case Histories,Kate Atkinson,published/published,false,false,true,0,true,B_PARTIAL,missing_isbn13;missing_description;missing_publisher;missing_page_count;missing_cover
809a80c8-d19f-431c-845e-258ae01825e7,de39573c-5d44-4154-b218-248bef363d35,,Catch-22,Joseph Heller,published/published,false,false,true,0,true,B_PARTIAL,missing_isbn13;missing_description;missing_publisher;missing_page_count;missing_cover
2643d7de-fb43-442c-a50e-d25b7cbb26cb,67b1caee-e60a-432e-a554-be4409d4daa9,,Charlie and the Chocolate Factory,Roald Dahl,published/published,false,false,true,0,true,B_PARTIAL,missing_isbn13;missing_description;missing_publisher;missing_page_count;missing_cover
3378e026-220f-4282-b72a-a882bfeea14b,2f042a4b-b8f9-4e35-b4d8-8fc2c856ac5d,,Charlotte's Web,E. B. White,published/published,false,false,true,0,true,B_PARTIAL,missing_isbn13;missing_description;missing_publisher;missing_page_count;missing_cover
a14d7fc4-6e64-4d11-a363-1cb54ad048d2,60f61909-c911-42dc-a230-910659e6746c,,Children of Blood and Bone,Tomi Adeyemi,published/published,false,false,true,0,true,B_PARTIAL,missing_isbn13;missing_description;missing_publisher;missing_page_count;missing_cover
3155b65b-f64d-40b8-a5b3-f89b9f8031f2,a8bedfef-b26b-4b59-a5bf-d592d59d8483,,Cien años de soledad,Gabriel García Márquez,published/published,false,false,true,0,true,B_PARTIAL,missing_isbn13;missing_description;missing_publisher;missing_page_count;missing_cover
aa3230b4-1d4d-4f2a-9b0e-42e84b7eda2f,d49ab1a2-a482-4547-9872-7264dfd8f217,,Clementine,Sara Pennypacker,published/published,false,false,true,0,true,B_PARTIAL,missing_isbn13;missing_description;missing_publisher;missing_page_count;missing_cover
a7e2598f-a06d-40fc-8b9c-ae8fca24e987,c4c590ee-7706-43b8-b0af-354a0c4a94b1,,Consequences of pragmatism,Richard Rorty,published/published,false,false,true,0,true,B_PARTIAL,missing_isbn13;missing_description;missing_publisher;missing_page_count;missing_cover
1b7147fa-f9c8-4f8d-9730-389db4657af5,c7deb325-6ecb-4503-a2df-09436d8c5fa0,,Consider Phlebas,Iain Banks,published/published,false,false,true,0,true,B_PARTIAL,missing_isbn13;missing_description;missing_publisher;missing_page_count;missing_cover
a8dfe029-b2e8-4df7-839b-663bc0be61af,51c4061d-90c2-46aa-a579-56d1e18743df,,Conversación en La Catedral,Mario Vargas Llosa,published/published,false,false,true,0,true,B_PARTIAL,missing_isbn13;missing_description;missing_publisher;missing_page_count;missing_cover
3cff5e74-9efa-4f4c-b31b-68eaf262ef0a,f8c0e9cb-23b1-44f3-afe9-a29c8cdee353,,Couples,John Updike,published/published,false,false,true,0,true,B_PARTIAL,missing_isbn13;missing_description;missing_publisher;missing_page_count;missing_cover
e0abaff7-b72f-4f6e-80bf-06dd0ef092aa,7a921134-f17f-436b-a3eb-12fd309babd8,,Daily fiction,Sang-ho No,published/published,false,false,true,0,true,B_PARTIAL,missing_isbn13;missing_description;missing_publisher;missing_page_count;missing_cover
54a90a22-6d56-40d2-a0fd-770ed61ed6a8,4f436703-b7ce-4a3a-bcb0-5801ad777d4a,,Dance of the Happy Shades,Alice Munro,published/published,false,false,true,0,true,B_PARTIAL,missing_isbn13;missing_description;missing_publisher;missing_page_count;missing_cover
cad1f80e-68b7-4c9b-8f30-c52521ad46ee,7f5f74e9-0f56-4771-883b-5e7c1aebe0b9,,"Danny, The Champion of the World",Roald Dahl,published/published,false,false,true,0,true,B_PARTIAL,missing_isbn13;missing_description;missing_publisher;missing_page_count;missing_cover
8cd90287-996c-4c44-9ff7-c49dc23236aa,faf4ba64-1dfd-4a31-bdda-0b41b5ed82fd,,Das Austauschkind,Christine Nöstlinger,published/published,false,false,true,0,true,B_PARTIAL,missing_isbn13;missing_description;missing_publisher;missing_page_count;missing_cover
13cc06fe-eb99-42b4-8710-ba3df2846cb7,d97f1913-c0e4-4b0c-bf07-62d7dd841ff8,,Das Parfum,Patrick Süskind,published/published,false,false,true,0,true,B_PARTIAL,missing_isbn13;missing_description;missing_publisher;missing_page_count;missing_cover
0622e7fe-bcab-4c47-b20b-cf2fc862f58b,f60da240-2e25-4809-84f1-e86adea2475f,,Daughter of Smoke and Bone,Laini Taylor,published/published,false,false,true,0,true,B_PARTIAL,missing_isbn13;missing_description;missing_publisher;missing_page_count;missing_cover
2e11d765-11dc-4f5d-9426-6e7546e6be8d,4ed3f027-93b4-459f-9fcb-6624adf65b75,,Death at La Fenice (Unabridged Audio Tape),Donna Leon,published/published,false,false,true,0,true,B_PARTIAL,missing_isbn13;missing_description;missing_publisher;missing_page_count;missing_cover
b9c58df6-7fef-42a4-9855-8ddcd7b9c4d9,3df59f9f-fb78-4cba-9054-35503101db7c,,"Death of Faith, the",Donna Leon,published/published,false,false,true,0,true,B_PARTIAL,missing_isbn13;missing_description;missing_publisher;missing_page_count;missing_cover
845365e2-d06e-4918-8383-ba026050de2d,49d166be-41fa-4448-ac42-057df30b125c,,Death of a Salesman,Arthur Miller,published/published,false,false,true,0,true,B_PARTIAL,missing_isbn13;missing_description;missing_publisher;missing_page_count;missing_cover
8083ce3e-9281-4534-94ca-c310bda67895,5fc9ae15-3790-44d4-8607-50e1a8ddf685,,Deception Point,Dan Brown,published/published,false,false,true,0,true,B_PARTIAL,missing_isbn13;missing_description;missing_publisher;missing_page_count;missing_cover
d0961461-4b50-4aee-8f4e-269c2fae9e11,30c7f954-696d-425a-8877-a8a41912447a,,Demian,Hermann Hesse,published/published,false,false,true,0,true,B_PARTIAL,missing_isbn13;missing_description;missing_publisher;missing_page_count;missing_cover
6de5de92-1f0a-4f07-abfd-9832e9266ecd,b611865a-ed94-40af-b6be-79c252c171cd,,Der Proceß,Franz Kafka,published/published,false,false,true,0,true,B_PARTIAL,missing_isbn13;missing_description;missing_publisher;missing_page_count;missing_cover
24cb5b9e-fd24-4899-90fb-8afa36f76f35,2aa7876b-8c3c-47ae-8189-e12869523e0e,,Der Ring Aus Stein,Danielle Steel,published/published,false,false,true,0,true,B_PARTIAL,missing_isbn13;missing_description;missing_publisher;missing_page_count;missing_cover
a8c3d67b-2bd9-4910-9ddb-a55c263ab0a8,dbb22f5f-f6a9-4d3d-a4c0-29fdd64f4cff,,Der Steppenwolf,Hermann Hesse,published/published,false,false,true,0,true,B_PARTIAL,missing_isbn13;missing_description;missing_publisher;missing_page_count;missing_cover
707498d0-8294-4cf8-8a4a-35932b563fc8,a1de521b-866f-4f97-b373-39a9c0031bfd,,Der Zahlenteufel,Hans Magnus Enzensberger,published/published,false,false,true,0,true,B_PARTIAL,missing_isbn13;missing_description;missing_publisher;missing_page_count;missing_cover
e9e0ad39-c030-431d-a182-2471870fd803,b7123352-0234-4727-ae1a-08897deefa42,,Der ehrliche Lügner,Rafik Schami,published/published,false,false,true,0,true,B_PARTIAL,missing_isbn13;missing_description;missing_publisher;missing_page_count;missing_cover
0dd3a9f7-60a4-47b2-9dcd-7cc01b0fa64c,14ebd933-886f-4653-bf1e-4ef6301fed9d,,Diary of a Wimpy Kid,Jeff Kinney,published/published,false,false,true,0,true,B_PARTIAL,missing_isbn13;missing_description;missing_publisher;missing_page_count;missing_cover
5246cc2d-5fcf-4431-917c-c97b496b76ce,9a548483-73a1-4dae-a0a2-2bbaf099b75a,,Diary of a Wimpy Kid Do-It-Yourself Book,Jeff Kinney,published/published,false,false,true,0,true,B_PARTIAL,missing_isbn13;missing_description;missing_publisher;missing_page_count;missing_cover
baa5e8b4-8c92-49c8-a151-7dc18283633b,bdccc6d2-e613-4cff-af4a-0abce3d59d46,,Die Bremer Stadtmusikanten,Gebrüder Grimm [Brothers Grimm],published/published,false,false,true,0,true,B_PARTIAL,missing_isbn13;missing_description;missing_publisher;missing_page_count;missing_cover
469ccce7-d123-4c07-b61e-105ad8c91ff7,a82d6750-e24f-42b0-ab9e-1d2951bf6511,,Digital Fortress,Dan Brown,published/published,false,false,true,0,true,B_PARTIAL,missing_isbn13;missing_description;missing_publisher;missing_page_count;missing_cover
9cbaf03e-d067-437a-9ac0-cc445ef81908,e86d7ac6-ec6c-439e-9d2c-032599abc613,,Dinosaur dream,Dennis Nolan,published/published,false,false,true,0,true,B_PARTIAL,missing_isbn13;missing_description;missing_publisher;missing_page_count;missing_cover
423a50cb-abcf-4493-ba94-c77c4bea6ffd,b638fe9c-b2b8-4676-b8c8-72d00cdc987d,,"Do It for Me, Please!","Jay Vaughn, Soledad Cook, Prahari Mahardika",published/published,false,false,true,0,true,B_PARTIAL,missing_isbn13;missing_description;missing_publisher;missing_page_count;missing_cover
597afadd-f4f0-4765-b022-7a5459aa7f8f,c631c8c4-4fd9-4d2d-a837-9d52f0ea2a1e,,Doctor De Soto,William Steig,published/published,false,false,true,0,true,B_PARTIAL,missing_isbn13;missing_description;missing_publisher;missing_page_count;missing_cover
56ed4415-8fee-4cc8-8690-2599a481a4d0,9372de91-bb51-4edf-af96-ae8a45ab4011,,Doctors,Erich Segal,published/published,false,false,true,0,true,B_PARTIAL,missing_isbn13;missing_description;missing_publisher;missing_page_count;missing_cover
7e04f74f-3783-4536-801b-8f7da03bcf3c,18e0e7ee-5ee3-49c4-90cd-a34f31ac5cbe,,Dracula / Sign of Four,"Anne Collins, Margaret Tarner, Bram Stoker, Arthur Conan Doyle, Maisha Books, Mary Shelley, Robert Louis Stevenson, Bram Storker, M. Bram Stocker, M. Philippe Ballin, Mrs Eve Paul-Margueritte in 1920, Bram Stolker, Bram Stoker, Bram BRAM STOKER, Braum Stoker, BramStoker, Warren Publishing Company, Esis Nem, Mr Bram Stoker, Paper Mill Press Bram Stoker, Tor, Books, and Stoker, Bram, BRAM STOKER, Bram Bram Stoker, Gustavo Aguilera, Classical Comics, Nik Maguire, Moon Dragon, Collectifs, Julio Rodríguez Puértolas, Hutchinson Emily, Period Time Publishing, D. P. Stevens Edition, Bram Stoker (Auteur), Bryan Hunt, A. J. Alexander, Classic Collections, Stoker, Bram, Hughs, William, Stoker, Heinz Widtmann, B. Stoker, Yordi Abreu, Bi Classics, Alex Stewart, Si tuo ke, BRAM STOCKER - E. NOBATI, Tabib Haider, bram stroker, Matthew Corrigan, Bram Stocker, Fernando Fernández, Anna Gasol Trullols, Andrew Struthers, Bram stoker, bram stoker, Bram Bram, HellBound Books Publishing LLC, Christina Widmann",published/published,false,false,true,0,true,B_PARTIAL,missing_isbn13;missing_description;missing_publisher;missing_page_count;missing_cover
4f08069b-464e-4724-9ae7-c376a28e84bd,fcb3309b-aef3-48e1-9602-c8c2e50d424c,,Dream Angus,Alexander McCall Smith,published/published,false,false,true,0,true,B_PARTIAL,missing_isbn13;missing_description;missing_publisher;missing_page_count;missing_cover
12a2c045-9a44-400b-b9f3-8d3345b540db,05eb0881-5a59-4d5d-8ffc-8439405067ba,,Dubliners,James Joyce,published/published,false,false,true,0,true,B_PARTIAL,missing_isbn13;missing_description;missing_publisher;missing_page_count;missing_cover
a889dd6c-d407-42fd-be9d-393159c98920,f6a3aa75-4966-4dad-9892-031bf38cab52,,Ellery Queen's The tragedy of Y,Ellery Queen,published/published,false,false,true,0,true,B_PARTIAL,missing_isbn13;missing_description;missing_publisher;missing_page_count;missing_cover
b82e37ae-96b7-4aa4-9628-b646f111e6de,b6cd6a61-8c6e-4adb-bc20-987106ee6b21,,Elogio de la madrasta,Mario Vargas Llosa,published/published,false,false,true,0,true,B_PARTIAL,missing_isbn13;missing_description;missing_publisher;missing_page_count;missing_cover
c98d3891-4abf-41d1-abd9-49bd108c50b6,53f7eb9a-9052-4b6e-a6ec-2a4a650dc2fb,,En man som heter Ove,Fredrik Backman,published/published,false,false,true,0,true,B_PARTIAL,missing_isbn13;missing_description;missing_publisher;missing_page_count;missing_cover
14074506-a4cf-4c82-991d-f57bf35a8c08,b13d0852-4297-4975-ac27-e5339897e9fc,,Ensaio Sobre a Cegueira,José Saramago,published/published,false,false,true,0,true,B_PARTIAL,missing_isbn13;missing_description;missing_publisher;missing_page_count;missing_cover
e9213e38-1807-43a3-b682-3510329ddaf3,63810166-df02-45ac-ac6c-56fc6d9b59ab,,Ethan Frome,Edith Wharton,published/published,false,false,true,0,true,B_PARTIAL,missing_isbn13;missing_description;missing_publisher;missing_page_count;missing_cover
7294845c-3f25-4aab-b69b-e0b4b507e209,1fb0f432-0635-43b9-a701-f14124273e2e,,Experience and education,John Dewey,published/published,false,false,true,0,true,B_PARTIAL,missing_isbn13;missing_description;missing_publisher;missing_page_count;missing_cover
